date, pm25
2017/9/6, 122
2017/9/11, 63
2017/9/12, 51
2017/9/13, 78
2017/9/14, 87
2017/9/15, 84
2017/9/16, 76
2017/9/17, 93
2017/9/18, 58
2017/9/19, 58
2017/9/20, 68
2017/9/21, 75
2017/9/22, 97
2017/9/23, 115
2017/9/24, 130
2017/9/25, 140
2017/9/26, 144
2017/9/27, 160
2017/9/28, 154
2017/9/29, 136
2017/9/30, 140
2017/4/1, 144
2017/4/2, 154
2017/4/3, 156
2017/4/4, 138
2017/4/5, 151
2017/4/6, 153
2017/4/7, 158
2017/4/8, 166
2017/4/9, 162
2017/4/10, 164
2017/4/11, 158
2017/4/12, 167
2017/4/13, 171
2017/4/14, 163
2017/4/15, 156
2017/4/16, 163
2017/4/17, 172
2017/4/18, 172
2017/4/19, 158
2017/4/20, 146
2017/4/21, 159
2017/4/22, 150
2017/4/23, 159
2017/4/24, 140
2017/4/25, 146
2017/4/26, 149
2017/4/27, 146
2017/4/28, 121
2017/4/29, 111
2017/5/2, 144
2017/5/3, 133
2017/5/4, 142
2017/5/5, 151
2017/5/6, 148
2017/5/7, 128
2017/5/8, 130
2017/5/9, 124
2017/5/10, 119
2017/5/11, 121
2017/5/12, 116
2017/5/13, 127
2017/5/14, 128
2017/5/15, 120
2017/5/16, 130
2017/5/17, 133
2017/5/18, 142
2017/5/19, 154
2017/5/20, 122
2017/5/21, 129
2017/5/22, 119
2017/5/23, 138
2017/5/24, 139
2017/5/25, 128
2017/5/26, 140
2017/5/27, 118
2017/5/28, 112
2017/5/29, 101
2017/5/30, 88
2017/5/31, 82
2017/6/1, 73
2017/6/2, 87
2017/6/3, 78
2017/6/4, 87
2017/6/5, 101
2017/6/6, 99
2017/6/7, 86
2017/6/8, 81
2017/6/9, 91
2017/6/10, 71
2017/6/11, 71
2017/6/12, 58
2017/6/13, 70
2017/6/14, 110
2017/6/15, 94
2017/6/16, 75
2017/6/17, 82
2017/6/18, 92
2017/6/19, 89
2017/6/20, 67
2017/6/21, 74
2017/6/22, 79
2017/6/23, 87
2017/6/24, 90
2017/6/25, 94
2017/6/26, 90
2017/6/27, 87
2017/6/28, 81
2017/6/29, 80
2017/6/30, 90
2017/1/2, 162
2017/1/3, 176
2017/1/4, 171
2017/1/5, 164
2017/1/6, 172
2017/1/7, 169
2017/1/8, 162
2017/1/9, 153
2017/1/10, 165
2017/1/11, 163
2017/1/12, 167
2017/1/13, 172
2017/1/14, 166
2017/1/15, 172
2017/1/16, 162
2017/1/17, 164
2017/1/18, 155
2017/1/19, 167
2017/1/20, 169
2017/1/21, 159
2017/1/22, 162
2017/1/23, 176
2017/1/24, 170
2017/1/25, 168
2017/1/26, 163
2017/1/27, 161
2017/1/28, 169
2017/1/29, 158
2017/1/30, 147
2017/1/31, 165
2017/2/1, 151
2017/2/2, 155
2017/2/3, 161
2017/2/4, 159
2017/2/5, 158
2017/2/6, 163
2017/2/7, 176
2017/2/8, 172
2017/2/9, 167
2017/2/10, 165
2017/2/11, 151
2017/2/12, 137
2017/2/13, 132
2017/2/14, 165
2017/2/16, 160
2017/2/17, 161
2017/2/18, 164
2017/2/19, 175
2017/2/20, 194
2017/2/21, 154
2017/2/22, 154
2017/2/23, 155
2017/2/24, 145
2017/2/25, 158
2017/2/26, 136
2017/2/27, 192
2017/2/28, 133
2017/3/1, 167
2017/3/2, 160
2017/3/3, 135
2017/3/4, 122
2017/3/5, 104
2017/3/6, 119
2017/3/7, 123
2017/3/8, 140
2017/3/9, 142
2017/3/10, 123
2017/3/11, 122
2017/3/12, 149
2017/3/13, 150
2017/3/14, 122
2017/3/15, 91
2017/3/16, 120
2017/3/17, 152
2017/3/18, 170
2017/3/19, 175
2017/3/20, 155
2017/3/21, 148
2017/3/22, 156
2017/3/23, 164
2017/3/24, 151
2017/3/25, 163
2017/3/26, 163
2017/3/27, 157
2017/3/28, 151
2017/3/29, 149
2017/3/30, 148
2017/3/31, 139
2016/10/1, 92
2016/10/2, 90
2016/10/3, 102
2016/10/4, 89
2016/10/5, 77
2016/10/6, 83
2016/10/7, 96
2016/10/8, 92
2016/10/9, 110
2016/10/10, 130
2016/10/11, 151
2016/10/12, 144
2016/10/13, 144
2016/10/14, 136
2016/10/15, 145
2016/10/16, 159
2016/10/17, 152
2016/10/18, 160
2016/10/19, 172
2016/10/20, 176
2016/10/21, 205
2016/10/22, 186
2016/10/23, 168
2016/10/24, 171
2016/10/25, 172
2016/10/26, 166
2016/10/27, 154
2016/10/28, 161
2016/10/29, 171
2016/10/30, 197
2016/10/31, 166
2016/11/1, 159
2016/11/2, 164
2016/11/3, 161
2016/11/4, 147
2016/11/5, 172
2016/11/6, 176
2016/11/7, 160
2016/11/8, 165
2016/11/9, 168
2016/11/10, 175
2016/11/11, 176
2016/11/12, 181
2016/11/13, 181
2016/11/14, 178
2016/11/15, 169
2016/11/16, 183
2016/11/17, 180
2016/11/18, 172
2016/11/19, 175
2016/11/20, 171
2016/11/21, 159
2016/11/22, 170
2016/11/23, 164
2016/11/24, 163
2016/11/25, 158
2016/11/26, 167
2016/11/27, 175
2016/11/28, 179
2016/11/29, 168
2016/11/30, 169
2016/12/1, 184
2016/12/2, 162
2016/12/3, 143
2016/12/4, 146
2016/12/5, 157
2016/12/6, 171
2016/12/7, 167
2016/12/8, 187
2016/12/9, 203
2016/12/10, 171
2016/12/11, 173
2016/12/12, 148
2016/12/13, 132
2016/12/14, 141
2016/12/15, 161
2016/12/16, 168
2016/12/17, 159
2016/12/18, 152
2016/12/19, 148
2016/12/20, 176
2016/12/21, 186
2016/12/22, 212
2016/12/23, 190
2016/12/24, 187
2016/12/25, 174
2016/12/26, 195
2016/12/27, 153
2016/12/28, 169
2016/12/29, 192
2016/12/30, 214
2016/12/31, 194
2017/1/1, 176
2016/7/1, 92
2016/7/2, 73
2016/7/3, 82
2016/7/4, 77
2016/7/5, 71
2016/7/6, 82
2016/7/7, 94
2016/7/8, 90
2016/7/9, 86
2016/7/10, 72
2016/7/11, 67
2016/7/12, 66
2016/7/13, 67
2016/7/14, 87
2016/7/15, 97
2016/7/16, 102
2016/7/17, 111
2016/7/18, 84
2016/7/19, 84
2016/7/20, 74
2016/7/21, 63
2016/7/22, 71
2016/7/23, 74
2016/7/24, 72
2016/7/25, 74
2016/7/26, 74
2016/7/27, 66
2016/7/28, 93
2016/7/29, 70
2016/7/30, 62
2016/7/31, 44
2016/8/1, 47
2016/8/2, 51
2016/8/3, 39
2016/8/4, 60
2016/8/5, 54
2016/8/6, 59
2016/8/7, 64
2016/8/8, 72
2016/8/9, 79
2016/8/10, 74
2016/8/11, 76
2016/8/12, 72
2016/8/13, 75
2016/8/14, 75
2016/8/16, 95
2016/8/17, 86
2016/8/18, 77
2016/8/19, 79
2016/8/20, 99
2016/8/21, 89
2016/8/22, 84
2016/8/23, 67
2016/8/24, 66
2016/8/25, 102
2016/8/26, 129
2016/8/27, 90
2016/8/28, 69
2016/8/29, 79
2016/8/30, 109
2016/8/31, 82
2016/9/1, 75
2016/9/2, 68
2016/9/3, 66
2016/9/4, 88
2016/9/5, 102
2016/9/6, 104
2016/9/7, 110
2016/9/8, 107
2016/9/9, 103
2016/9/10, 136
2016/9/11, 127
2016/9/12, 116
2016/9/13, 111
2016/9/14, 114
2016/9/15, 95
2016/9/16, 91
2016/9/17, 72
2016/9/18, 64
2016/9/19, 61
2016/9/20, 68
2016/9/21, 82
2016/9/22, 89
2016/9/23, 70
2016/9/24, 73
2016/9/25, 99
2016/9/26, 105
2016/9/27, 117
2016/9/28, 126
2016/9/29, 147
2016/9/30, 129
2016/4/1, 160
2016/4/2, 146
2016/4/3, 153
2016/4/4, 153
2016/4/5, 148
2016/4/6, 141
2016/4/7, 111
2016/4/8, 94
2016/4/9, 94
2016/4/10, 97
2016/4/11, 129
2016/4/12, 133
2016/4/13, 142
2016/4/14, 157
2016/4/15, 145
2016/4/16, 144
2016/4/17, 140
2016/4/18, 130
2016/4/19, 95
2016/4/20, 107
2016/4/21, 107
2016/4/22, 111
2016/4/23, 101
2016/4/24, 111
2016/4/25, 116
2016/4/26, 133
2016/4/27, 117
2016/4/28, 101
2016/4/29, 106
2016/4/30, 102
2016/5/1, 130
2016/5/2, 120
2016/5/3, 125
2016/5/4, 105
2016/5/5, 97
2016/5/6, 108
2016/5/7, 139
2016/5/8, 107
2016/5/9, 122
2016/5/10, 107
2016/5/11, 161
2016/5/12, 144
2016/5/13, 129
2016/5/14, 132
2016/5/15, 97
2016/5/16, 90
2016/5/17, 76
2016/5/18, 88
2016/5/19, 107
2016/5/20, 103
2016/5/21, 99
2016/5/22, 108
2016/5/23, 96
2016/5/24, 100
2016/5/25, 99
2016/5/26, 87
2016/5/27, 97
2016/5/28, 99
2016/5/29, 95
2016/5/30, 106
2016/5/31, 113
2016/6/1, 123
2016/6/2, 127
2016/6/3, 123
2016/6/4, 104
2016/6/5, 122
2016/6/6, 125
2016/6/7, 114
2016/6/8, 122
2016/6/9, 101
2016/6/10, 104
2016/6/11, 114
2016/6/12, 91
2016/6/13, 95
2016/6/14, 83
2016/6/15, 88
2016/6/16, 101
2016/6/17, 140
2016/6/18, 130
2016/6/19, 112
2016/6/20, 96
2016/6/21, 113
2016/6/22, 84
2016/6/23, 79
2016/6/24, 64
2016/6/25, 70
2016/6/26, 76
2016/6/27, 73
2016/6/28, 91
2016/6/29, 74
2016/6/30, 69
2016/1/4, 155
2016/1/5, 163
2016/1/6, 165
2016/1/7, 148
2016/1/8, 152
2016/1/9, 148
2016/1/10, 149
2016/1/11, 154
2016/1/12, 158
2016/1/13, 166
2016/1/14, 149
2016/1/15, 150
2016/1/19, 142
2016/1/20, 168
2016/1/21, 146
2016/1/22, 133
2016/1/23, 153
2016/1/24, 164
2016/1/25, 161
2016/1/26, 151
2016/1/27, 161
2016/1/28, 165
2016/1/29, 162
2016/1/30, 161
2016/1/31, 169
2016/2/1, 163
2016/2/2, 151
2016/2/3, 161
2016/2/4, 173
2016/2/5, 155
2016/2/6, 149
2016/2/7, 150
2016/2/8, 157
2016/2/9, 160
2016/2/10, 155
2016/2/11, 159
2016/2/12, 154
2016/2/13, 151
2016/2/14, 140
2016/2/15, 105
2016/2/16, 116
2016/2/17, 132
2016/2/18, 121
2016/2/19, 117
2016/2/20, 148
2016/2/21, 159
2016/2/22, 158
2016/2/23, 154
2016/2/24, 141
2016/2/25, 143
2016/2/26, 129
2016/2/27, 92
2016/2/28, 108
2016/2/29, 104
2016/3/1, 106
2016/3/2, 137
2016/3/3, 133
2016/3/4, 151
2016/3/5, 154
2016/3/6, 124
2016/3/7, 115
2016/3/8, 112
2016/3/9, 134
2016/3/10, 142
2016/3/11, 147
2016/3/12, 149
2016/3/13, 140
2016/3/14, 148
2016/3/15, 124
2016/3/16, 134
2016/3/17, 141
2016/3/18, 148
2016/3/21, 145
2016/3/22, 156
2016/3/23, 169
2016/3/24, 161
2016/3/25, 167
2016/3/26, 152
2016/3/27, 163
2016/3/28, 159
2016/3/29, 155
2016/3/30, 159
2016/3/31, 145
2015/10/1, 138
2015/10/2, 91
2015/10/3, 123
2015/10/4, 121
2015/10/5, 153
2015/10/6, 146
2015/10/7, 165
2015/10/8, 176
2015/10/9, 164
2015/10/10, 148
2015/10/11, 133
2015/10/12, 169
2015/10/13, 203
2015/10/14, 160
2015/10/15, 171
2015/10/16, 166
2015/10/19, 135
2015/10/20, 152
2015/10/21, 166
2015/10/25, 155
2015/10/26, 151
2015/10/27, 153
2015/10/28, 130
2015/10/29, 87
2015/10/30, 120
2015/10/31, 143
2015/11/2, 126
2015/11/3, 129
2015/11/4, 124
2015/11/5, 122
2015/11/6, 144
2015/11/7, 139
2015/11/8, 146
2015/11/9, 141
2015/11/10, 159
2015/11/11, 193
2015/11/12, 210
2015/11/14, 152
2015/11/15, 162
2015/11/16, 165
2015/11/17, 121
2015/11/18, 119
2015/11/19, 113
2015/11/20, 119
2015/11/21, 136
2015/11/23, 143
2015/11/24, 137
2015/11/25, 170
2015/11/26, 255
2015/11/27, 159
2015/11/28, 161
2015/11/29, 161
2015/11/30, 146
2015/12/1, 137
2015/12/2, 107
2015/12/3, 148
2015/12/4, 162
2015/12/5, 157
2015/12/6, 159
2015/12/7, 158
2015/12/8, 160
2015/12/9, 158
2015/12/10, 152
2015/12/11, 116
2015/12/12, 152
2015/12/13, 131
2015/12/14, 120
2015/12/15, 106
2015/12/16, 110
2015/12/17, 99
2015/12/18, 128
2015/12/19, 136
2015/12/20, 112
2015/12/21, 117
2015/12/22, 139
2015/12/23, 140
2015/12/24, 161
2015/12/25, 169
2015/12/26, 170
2015/12/27, 172
2015/12/28, 164
2015/12/29, 156
2015/12/30, 162
2016/1/3, 146
2015/7/1, 96
2015/7/2, 106
2015/7/3, 129
2015/7/4, 127
2015/7/5, 120
2015/7/6, 110
2015/7/7, 120
2015/7/8, 95
2015/7/9, 100
2015/7/10, 97
2015/7/11, 94
2015/7/13, 127
2015/7/14, 137
2015/7/17, 85
2015/7/18, 88
2015/7/19, 86
2015/7/20, 87
2015/7/21, 90
2015/7/22, 81
2015/7/23, 89
2015/7/24, 84
2015/7/27, 84
2015/7/28, 80
2015/7/29, 84
2015/7/30, 81
2015/7/31, 79
2015/8/1, 83
2015/8/2, 96
2015/8/3, 97
2015/8/4, 97
2015/8/5, 88
2015/8/6, 99
2015/8/7, 104
2015/8/8, 88
2015/8/9, 91
2015/8/10, 82
2015/8/11, 79
2015/8/12, 69
2015/8/13, 105
2015/8/14, 86
2015/8/15, 81
2015/8/16, 90
2015/8/17, 111
2015/8/18, 104
2015/8/19, 124
2015/8/20, 101
2015/8/21, 97
2015/8/22, 101
2015/8/24, 95
2015/8/25, 101
2015/8/26, 99
2015/8/27, 108
2015/8/28, 102
2015/8/29, 93
2015/8/30, 86
2015/8/31, 79
2015/9/1, 100
2015/9/2, 114
2015/9/3, 122
2015/9/4, 111
2015/9/5, 108
2015/9/6, 109
2015/9/7, 88
2015/9/8, 83
2015/9/9, 128
2015/9/10, 120
2015/9/11, 139
2015/9/12, 125
2015/9/13, 108
2015/9/14, 114
2015/9/15, 116
2015/9/16, 113
2015/9/17, 109
2015/9/18, 103
2015/9/19, 96
2015/9/21, 85
2015/9/22, 90
2015/9/23, 127
2015/9/24, 115
2015/9/25, 109
2015/9/26, 119
2015/9/27, 134
2015/9/28, 154
2015/9/29, 143
2015/9/30, 143
2015/4/1, 121
2015/4/2, 126
2015/4/3, 147
2015/4/4, 158
2015/4/5, 155
2015/4/6, 150
2015/4/7, 138
2015/4/8, 118
2015/4/9, 96
2015/4/10, 107
2015/4/11, 117
2015/4/12, 105
2015/4/17, 112
2015/4/18, 157
2015/4/19, 143
2015/4/20, 115
2015/4/21, 96
2015/4/22, 108
2015/4/23, 137
2015/4/24, 121
2015/4/25, 121
2015/4/26, 122
2015/4/27, 120
2015/4/28, 125
2015/4/29, 147
2015/4/30, 137
2015/5/1, 172
2015/5/2, 150
2015/5/3, 130
2015/5/5, 142
2015/5/6, 130
2015/5/7, 123
2015/5/8, 135
2015/5/9, 153
2015/5/11, 143
2015/5/12, 109
2015/5/13, 120
2015/5/14, 109
2015/5/15, 98
2015/5/16, 109
2015/5/17, 98
2015/5/18, 107
2015/5/19, 135
2015/5/20, 138
2015/5/21, 196
2015/5/22, 148
2015/5/23, 115
2015/5/24, 116
2015/5/25, 121
2015/5/26, 118
2015/5/27, 139
2015/5/28, 118
2015/5/29, 133
2015/5/30, 120
2015/5/31, 150
2015/6/1, 152
2015/6/2, 128
2015/6/3, 133
2015/6/4, 140
2015/6/5, 117
2015/6/6, 120
2015/6/7, 108
2015/6/8, 88
2015/6/9, 71
2015/6/10, 67
2015/6/11, 83
2015/6/12, 84
2015/6/13, 81
2015/6/14, 87
2015/6/15, 95
2015/6/16, 98
2015/6/17, 94
2015/6/18, 72
2015/6/19, 76
2015/6/20, 79
2015/6/21, 82
2015/6/22, 85
2015/6/23, 93
2015/6/24, 86
2015/6/25, 83
2015/6/26, 122
2015/6/27, 131
2015/6/28, 122
2015/6/29, 134
2015/6/30, 112
2015/1/3, 132
2015/1/4, 122
2015/1/5, 151
2015/1/6, 137
2015/1/7, 153
2015/1/8, 158
2015/1/9, 149
2015/1/10, 148
2015/1/11, 149
2015/1/12, 152
2015/1/13, 161
2015/1/14, 171
2015/1/15, 167
2015/1/16, 158
2015/1/17, 156
2015/1/18, 159
2015/1/19, 159
2015/1/20, 161
2015/1/21, 156
2015/1/22, 149
2015/1/23, 140
2015/1/24, 129
2015/1/25, 134
2015/1/26, 133
2015/1/27, 123
2015/1/28, 137
2015/1/29, 154
2015/1/30, 161
2015/1/31, 169
2015/2/1, 167
2015/2/2, 157
2015/2/3, 156
2015/2/4, 163
2015/2/5, 167
2015/2/6, 156
2015/2/7, 127
2015/2/8, 134
2015/2/9, 135
2015/2/10, 130
2015/2/11, 147
2015/2/12, 158
2015/2/13, 153
2015/2/14, 156
2015/2/15, 166
2015/2/16, 176
2015/2/17, 172
2015/2/18, 157
2015/2/19, 148
2015/2/20, 137
2015/2/21, 133
2015/2/22, 162
2015/2/23, 163
2015/2/24, 155
2015/2/25, 158
2015/2/26, 137
2015/2/27, 131
2015/2/28, 130
2015/3/1, 107
2015/3/3, 136
2015/3/4, 117
2015/3/5, 137
2015/3/6, 139
2015/3/7, 113
2015/3/8, 125
2015/3/9, 127
2015/3/10, 158
2015/3/11, 155
2015/3/12, 153
2015/3/13, 154
2015/3/14, 151
2015/3/15, 124
2015/3/16, 113
2015/3/17, 119
2015/3/18, 141
2015/3/19, 149
2015/3/20, 153
2015/3/21, 157
2015/3/22, 158
2015/3/23, 164
2015/3/24, 170
2015/3/25, 165
2015/3/26, 157
2015/3/27, 149
2015/3/28, 148
2015/3/29, 143
2015/3/30, 134
2015/3/31, 142
2014/12/10, 172
2014/12/11, 166
2014/12/12, 159
2014/12/13, 164
2014/12/14, 166
2014/12/15, 152
2014/12/16, 155
2014/12/17, 157
2014/12/18, 138
2014/12/19, 154
2014/12/20, 158
2014/12/21, 162
2014/12/22, 160
2014/12/23, 165
2014/12/24, 165
2014/12/25, 165
2014/12/26, 163
2014/12/27, 165
2014/12/28, 160
